hand,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,correctResp,setLevel,userResp,RT,evaluation,subjectID,age,date,experiment_type,
"[<set_utils.cards.Card object at 0x1482001f0>, <set_utils.cards.Card object at 0x148200730>, <set_utils.cards.Card object at 0x148200370>]",0,29,29,32,3,False,,False,1.227650630287826,correct,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1481fbeb0>, <set_utils.cards.Card object at 0x148200730>, <set_utils.cards.Card object at 0x148200430>]",0,30,30,21,3,False,,False,1.224070088006556,correct,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1482001f0>, <set_utils.cards.Card object at 0x148200370>, <set_utils.cards.Card object at 0x1482005b0>]",0,31,31,29,3,False,,False,1.8991643348708749,correct,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x148200370>, <set_utils.cards.Card object at 0x1481fbca0>, <set_utils.cards.Card object at 0x148200610>]",0,32,32,38,3,True,3,False,2.330316656269133,incorrect,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1481fbdf0>, <set_utils.cards.Card object at 0x1481fbfd0>, <set_utils.cards.Card object at 0x148200370>]",0,33,33,40,3,False,,True,1.3113575270399451,incorrect,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x148200610>, <set_utils.cards.Card object at 0x1481fbfd0>, <set_utils.cards.Card object at 0x1482000d0>]",0,34,34,1,3,True,3,False,2.192846667021513,incorrect,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1481fbeb0>, <set_utils.cards.Card object at 0x148200250>, <set_utils.cards.Card object at 0x1482005b0>]",0,35,35,24,3,True,1,True,1.3791319765150547,correct,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1481fbf10>, <set_utils.cards.Card object at 0x1482004f0>, <set_utils.cards.Card object at 0x1482003d0>]",0,36,36,17,3,True,2,True,1.5628411434590816,correct,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x148200670>, <set_utils.cards.Card object at 0x1482000d0>, <set_utils.cards.Card object at 0x1481fbf70>]",0,37,37,30,3,False,,False,1.8419042341411114,correct,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1481fbe50>, <set_utils.cards.Card object at 0x148200490>, <set_utils.cards.Card object at 0x148200070>]",0,38,38,5,3,False,,False,1.6720770290121436,correct,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x148200610>, <set_utils.cards.Card object at 0x1482005b0>, <set_utils.cards.Card object at 0x148200130>]",0,39,39,12,3,False,,True,1.5751978186890483,incorrect,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1481fbf70>, <set_utils.cards.Card object at 0x148200310>, <set_utils.cards.Card object at 0x148200670>]",0,40,40,44,3,True,1,True,1.1829663943499327,correct,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1482000d0>, <set_utils.cards.Card object at 0x148200310>, <set_utils.cards.Card object at 0x1481fbeb0>]",0,41,41,42,3,False,,False,1.3050924502313137,correct,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1482003d0>, <set_utils.cards.Card object at 0x148200550>, <set_utils.cards.Card object at 0x1481fbc70>]",0,42,42,11,3,True,3,False,1.230455543845892,incorrect,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1482006d0>, <set_utils.cards.Card object at 0x148200070>, <set_utils.cards.Card object at 0x1482002b0>]",0,43,43,8,3,False,,False,3.4468395616859198,correct,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1481fbf10>, <set_utils.cards.Card object at 0x1481fbca0>, <set_utils.cards.Card object at 0x1481fbfd0>]",0,44,44,10,3,True,2,False,1.3128122789785266,incorrect,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x148200430>, <set_utils.cards.Card object at 0x148200730>, <set_utils.cards.Card object at 0x1482005b0>]",0,45,45,18,3,True,2,False,1.571578330360353,incorrect,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1482004f0>, <set_utils.cards.Card object at 0x1481fbeb0>, <set_utils.cards.Card object at 0x1481fbdf0>]",0,46,46,49,3,False,,True,1.3346099834889174,incorrect,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1482002b0>, <set_utils.cards.Card object at 0x1481fbe50>, <set_utils.cards.Card object at 0x148200370>]",0,47,47,23,3,False,,False,1.7329745199531317,correct,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1481fbeb0>, <set_utils.cards.Card object at 0x148200730>, <set_utils.cards.Card object at 0x1482006d0>]",0,48,48,48,3,False,,True,3.8899349700659513,incorrect,sub,50,2023-05-02_18h34.48.781,Standard,
"[<set_utils.cards.Card object at 0x1482004f0>, <set_utils.cards.Card object at 0x1481fbdf0>, <set_utils.cards.Card object at 0x148200250>]",0,49,49,6,3,False,,False,1.5086328089237213,correct,sub,50,2023-05-02_18h34.48.781,Standard,
