hand,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,correctResp,userResp,RT,evaluation,setLevel,subjectID,age,date,experiment_type,
"[<set_utils.cards.Card object at 0x142cc6fa0>, <set_utils.cards.Card object at 0x142ccb460>, <set_utils.cards.Card object at 0x142ccb160>]",0,30,30,31,3,False,True,0.7197467910591513,incorrect,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb460>, <set_utils.cards.Card object at 0x142ccb4c0>, <set_utils.cards.Card object at 0x142ccb520>]",0,31,31,21,3,True,True,0.8548244240228087,correct,1,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb460>, <set_utils.cards.Card object at 0x142ccb160>, <set_utils.cards.Card object at 0x142ccb220>]",0,32,32,46,3,False,False,1.0564507232047617,correct,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142cc6ee0>, <set_utils.cards.Card object at 0x142cc6b80>, <set_utils.cards.Card object at 0x142cc6d60>]",0,33,33,28,3,False,True,1.0416753019671887,incorrect,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb520>, <set_utils.cards.Card object at 0x142ccb340>, <set_utils.cards.Card object at 0x142ccb5e0>]",0,34,34,25,3,True,False,1.7540722580160946,incorrect,2,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142cc6fa0>, <set_utils.cards.Card object at 0x142ccb400>, <set_utils.cards.Card object at 0x142cc6b80>]",0,35,35,2,3,True,False,0.8511654990725219,incorrect,2,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142cc6bb0>, <set_utils.cards.Card object at 0x142cc6ee0>, <set_utils.cards.Card object at 0x142cc6e20>]",0,36,36,29,3,True,True,1.1523049678653479,correct,2,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142cc6e20>, <set_utils.cards.Card object at 0x142ccb460>, <set_utils.cards.Card object at 0x142cc6d60>]",0,37,37,32,3,False,False,1.0518890859093517,correct,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb4c0>, <set_utils.cards.Card object at 0x142ccb2e0>, <set_utils.cards.Card object at 0x142ccb1c0>]",0,38,38,40,3,False,False,1.0256484930869192,correct,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142cc6e20>, <set_utils.cards.Card object at 0x142cc6d60>, <set_utils.cards.Card object at 0x142ccb220>]",0,39,39,1,3,False,False,0.9178841828834265,correct,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142cc6ee0>, <set_utils.cards.Card object at 0x142ccb040>, <set_utils.cards.Card object at 0x142cc6fa0>]",0,40,40,4,3,False,False,0.7736578420735896,correct,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142cc6fa0>, <set_utils.cards.Card object at 0x142ccb520>, <set_utils.cards.Card object at 0x142ccb220>]",0,41,41,15,3,False,False,0.9350579790771008,correct,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb580>, <set_utils.cards.Card object at 0x142ccb4c0>, <set_utils.cards.Card object at 0x142ccb400>]",0,42,42,44,3,True,True,0.9854147711303085,correct,2,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb100>, <set_utils.cards.Card object at 0x142ccb220>, <set_utils.cards.Card object at 0x142cc6fa0>]",0,43,43,26,3,True,True,0.7792119879741222,correct,1,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb3a0>, <set_utils.cards.Card object at 0x142cc6b80>, <set_utils.cards.Card object at 0x142ccb040>]",0,44,44,36,3,True,True,0.7563389069400728,correct,1,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb400>, <set_utils.cards.Card object at 0x142cc6b80>, <set_utils.cards.Card object at 0x142cc6bb0>]",0,45,45,10,3,False,False,0.7273096719291061,correct,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb640>, <set_utils.cards.Card object at 0x142ccb400>, <set_utils.cards.Card object at 0x142ccb4c0>]",0,46,46,9,3,False,True,0.581770780030638,incorrect,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb520>, <set_utils.cards.Card object at 0x142ccb040>, <set_utils.cards.Card object at 0x142ccb280>]",0,47,47,37,3,False,False,0.857572115957737,correct,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb0a0>, <set_utils.cards.Card object at 0x142cc6f40>, <set_utils.cards.Card object at 0x142ccb2e0>]",0,48,48,33,3,False,False,0.6925569181330502,correct,,am,22,2023-07-25_13h32.39.614,Standard,
"[<set_utils.cards.Card object at 0x142ccb5e0>, <set_utils.cards.Card object at 0x142ccb280>, <set_utils.cards.Card object at 0x142cc6d60>]",0,49,49,14,3,False,True,0.6124511600937694,incorrect,,am,22,2023-07-25_13h32.39.614,Standard,
