hand,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,correctResp,userResp,RT,evaluation,setLevel,subjectID,age,date,experiment_type,
"[<set_utils.cards.Card object at 0x1447fadf0>, <set_utils.cards.Card object at 0x1447fad30>, <set_utils.cards.Card object at 0x1447fafd0>]",0,17,17,7,3,False,True,3.4825445089954883,incorrect,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff5b0>, <set_utils.cards.Card object at 0x1447fadf0>, <set_utils.cards.Card object at 0x1447ff1f0>]",0,18,18,23,3,True,False,3.2055405790451914,incorrect,2,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff490>, <set_utils.cards.Card object at 0x1447fad30>, <set_utils.cards.Card object at 0x1447ff070>]",0,19,19,15,3,True,True,4.235967563930899,correct,2,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff550>, <set_utils.cards.Card object at 0x1447faf70>, <set_utils.cards.Card object at 0x1447fad30>]",0,20,20,9,3,True,True,1.5727878629695624,correct,2,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff370>, <set_utils.cards.Card object at 0x1447ff070>, <set_utils.cards.Card object at 0x1447fae50>]",0,21,21,14,3,True,True,1.9489636740181595,correct,3,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff070>, <set_utils.cards.Card object at 0x1447ff1f0>, <set_utils.cards.Card object at 0x1447ff250>]",0,22,22,20,3,False,True,1.3034096488263458,incorrect,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447faf10>, <set_utils.cards.Card object at 0x1447faeb0>, <set_utils.cards.Card object at 0x1447ff430>]",0,23,23,32,3,True,True,4.215070649050176,correct,3,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff2b0>, <set_utils.cards.Card object at 0x1447ff550>, <set_utils.cards.Card object at 0x1447ff490>]",0,24,24,46,3,True,False,2.17524807411246,incorrect,2,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447fab20>, <set_utils.cards.Card object at 0x1447ff1f0>, <set_utils.cards.Card object at 0x1447faf70>]",0,25,25,44,3,False,False,0.9650943360757083,correct,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447fad90>, <set_utils.cards.Card object at 0x1447faf10>, <set_utils.cards.Card object at 0x1447facd0>]",0,26,26,11,3,False,False,1.492276833159849,correct,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447fad90>, <set_utils.cards.Card object at 0x1447ff490>, <set_utils.cards.Card object at 0x1447ff1f0>]",0,27,27,8,3,False,False,1.0094833138864487,correct,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447fab20>, <set_utils.cards.Card object at 0x1447faf10>, <set_utils.cards.Card object at 0x1447ff2b0>]",0,28,28,0,3,True,True,0.8511335421353579,correct,1,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff430>, <set_utils.cards.Card object at 0x1447ff070>, <set_utils.cards.Card object at 0x1447fae50>]",0,29,29,22,3,False,True,1.4102947120554745,incorrect,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff250>, <set_utils.cards.Card object at 0x1447facd0>, <set_utils.cards.Card object at 0x1447fadf0>]",0,30,30,37,3,False,False,1.4021706108469516,correct,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447fadf0>, <set_utils.cards.Card object at 0x1447ff490>, <set_utils.cards.Card object at 0x1447faf70>]",0,31,31,31,3,True,True,1.4026938651222736,correct,3,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447fad90>, <set_utils.cards.Card object at 0x1447ff2b0>, <set_utils.cards.Card object at 0x1447faeb0>]",0,32,32,17,3,False,False,2.0133772979024798,correct,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff4f0>, <set_utils.cards.Card object at 0x1447fafd0>, <set_utils.cards.Card object at 0x1447fad90>]",0,33,33,48,3,False,True,0.9498394578695297,incorrect,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff190>, <set_utils.cards.Card object at 0x1447faf10>, <set_utils.cards.Card object at 0x1447ff070>]",0,34,34,45,3,True,True,2.1352293251547962,correct,1,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447fafd0>, <set_utils.cards.Card object at 0x1447fac70>, <set_utils.cards.Card object at 0x1447ff370>]",0,35,35,27,3,True,True,1.0493986050132662,correct,1,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff430>, <set_utils.cards.Card object at 0x1447ff310>, <set_utils.cards.Card object at 0x1447ff5b0>]",0,36,36,16,3,False,False,1.205822949996218,correct,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff250>, <set_utils.cards.Card object at 0x1447ff070>, <set_utils.cards.Card object at 0x1447faf70>]",0,37,37,43,3,True,False,1.3691842649132013,incorrect,2,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447fafd0>, <set_utils.cards.Card object at 0x1447ff4f0>, <set_utils.cards.Card object at 0x1447fad30>]",0,38,38,26,3,True,True,1.3205351040232927,correct,3,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447fadf0>, <set_utils.cards.Card object at 0x1447fad90>, <set_utils.cards.Card object at 0x1447faaf0>]",0,39,39,47,3,True,True,5.24076687800698,correct,2,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff550>, <set_utils.cards.Card object at 0x1447ff310>, <set_utils.cards.Card object at 0x1447ff130>]",0,40,40,25,3,False,False,3.072384427068755,correct,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff310>, <set_utils.cards.Card object at 0x1447faeb0>, <set_utils.cards.Card object at 0x1447fac70>]",0,41,41,5,3,False,False,1.9044986958615482,correct,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff370>, <set_utils.cards.Card object at 0x1447faeb0>, <set_utils.cards.Card object at 0x1447ff130>]",0,42,42,21,3,True,False,5.297855697805062,incorrect,2,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff310>, <set_utils.cards.Card object at 0x1447ff0d0>, <set_utils.cards.Card object at 0x1447fae50>]",0,43,43,34,3,True,True,1.0870916519779712,correct,2,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff550>, <set_utils.cards.Card object at 0x1447faaf0>, <set_utils.cards.Card object at 0x1447faf10>]",0,44,44,24,3,False,True,5.75822340301238,incorrect,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447fadf0>, <set_utils.cards.Card object at 0x1447ff3d0>, <set_utils.cards.Card object at 0x1447faf10>]",0,45,45,35,3,True,True,4.99246262293309,correct,2,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447fae50>, <set_utils.cards.Card object at 0x1447ff370>, <set_utils.cards.Card object at 0x1447ff070>]",0,46,46,13,3,True,True,7.424897453049198,correct,3,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447faaf0>, <set_utils.cards.Card object at 0x1447fadf0>, <set_utils.cards.Card object at 0x1447fae50>]",0,47,47,10,3,False,False,1.0201306769158691,correct,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff250>, <set_utils.cards.Card object at 0x1447facd0>, <set_utils.cards.Card object at 0x1447ff5b0>]",0,48,48,6,3,False,False,2.50810867594555,correct,,sub,26VF,2023-07-25_13h42.25.244,Standard,
"[<set_utils.cards.Card object at 0x1447ff070>, <set_utils.cards.Card object at 0x1447ff2b0>, <set_utils.cards.Card object at 0x1447ff0d0>]",0,49,49,4,3,False,False,1.1535545329097658,correct,,sub,26VF,2023-07-25_13h42.25.244,Standard,
