hand,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,correctResp,setLevel,userResp,RT,evaluation,subjectID,age,date,experiment_type,
"[<set_utils.cards.Card object at 0x139cdd310>, <set_utils.cards.Card object at 0x139cd7eb0>, <set_utils.cards.Card object at 0x139cdd190>]",0,7,7,19,3,True,3,True,6.000930381938815,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7f10>, <set_utils.cards.Card object at 0x139cdd5b0>, <set_utils.cards.Card object at 0x139cd7cd0>]",0,8,8,0,3,False,,False,7.520790402079001,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd610>, <set_utils.cards.Card object at 0x139cd7d30>, <set_utils.cards.Card object at 0x139cdd0d0>]",0,9,9,14,3,False,,Missed,,omission,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd2b0>, <set_utils.cards.Card object at 0x139cd7b50>, <set_utils.cards.Card object at 0x139cdd430>]",0,10,10,6,3,True,3,True,1.988055506022647,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7d30>, <set_utils.cards.Card object at 0x139cdd490>, <set_utils.cards.Card object at 0x139cdd190>]",0,11,11,35,3,True,2,True,1.7242023379076272,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7b50>, <set_utils.cards.Card object at 0x139cdd3d0>, <set_utils.cards.Card object at 0x139cdd0d0>]",0,12,12,11,3,False,,True,2.2619334110058844,incorrect,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd610>, <set_utils.cards.Card object at 0x139cdd2b0>, <set_utils.cards.Card object at 0x139cd7f10>]",0,13,13,32,3,True,1,True,2.1450486599933356,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd2b0>, <set_utils.cards.Card object at 0x139cdd3d0>, <set_utils.cards.Card object at 0x139cd7e50>]",0,14,14,16,3,False,,False,2.5350899039767683,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7e50>, <set_utils.cards.Card object at 0x139cdd310>, <set_utils.cards.Card object at 0x139cdd0d0>]",0,15,15,43,3,True,2,True,2.7209291530307382,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd610>, <set_utils.cards.Card object at 0x139cdd0d0>, <set_utils.cards.Card object at 0x139cd7d30>]",0,16,16,29,3,False,,False,1.5977636529132724,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7eb0>, <set_utils.cards.Card object at 0x139cdd430>, <set_utils.cards.Card object at 0x139cd7b80>]",0,17,17,5,3,False,,False,1.4705641090404242,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd130>, <set_utils.cards.Card object at 0x139cdd2b0>, <set_utils.cards.Card object at 0x139cd7f70>]",0,18,18,15,3,True,2,True,3.046507203951478,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7e50>, <set_utils.cards.Card object at 0x139cd7f70>, <set_utils.cards.Card object at 0x139cdd430>]",0,19,19,26,3,True,2,False,1.5081442878581583,incorrect,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd2b0>, <set_utils.cards.Card object at 0x139cd7e50>, <set_utils.cards.Card object at 0x139cdd3d0>]",0,20,20,30,3,False,,False,5.02801234414801,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd370>, <set_utils.cards.Card object at 0x139cdd130>, <set_utils.cards.Card object at 0x139cd7eb0>]",0,21,21,2,3,True,2,True,1.8146317270584404,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7f10>, <set_utils.cards.Card object at 0x139cd7d30>, <set_utils.cards.Card object at 0x139cd7b50>]",0,22,22,33,3,True,2,True,2.890356373041868,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd4f0>, <set_utils.cards.Card object at 0x139cd7d90>, <set_utils.cards.Card object at 0x139cdd0d0>]",0,23,23,49,3,True,2,True,2.4634622880257666,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7df0>, <set_utils.cards.Card object at 0x139cdd130>, <set_utils.cards.Card object at 0x139cdd430>]",0,24,24,38,3,True,2,True,2.1468908439856023,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7df0>, <set_utils.cards.Card object at 0x139cdd310>, <set_utils.cards.Card object at 0x139cdd250>]",0,25,25,45,3,True,3,True,2.474174340022728,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd5b0>, <set_utils.cards.Card object at 0x139cd7fd0>, <set_utils.cards.Card object at 0x139cdd430>]",0,26,26,40,3,False,,True,5.146891689160839,incorrect,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7fd0>, <set_utils.cards.Card object at 0x139cd7e50>, <set_utils.cards.Card object at 0x139cdd4f0>]",0,27,27,7,3,True,3,True,4.679276258917525,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7b80>, <set_utils.cards.Card object at 0x139cdd190>, <set_utils.cards.Card object at 0x139cd7f70>]",0,28,28,4,3,False,,False,1.2350461010355502,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7cd0>, <set_utils.cards.Card object at 0x139cd7fd0>, <set_utils.cards.Card object at 0x139cdd310>]",0,29,29,23,3,True,2,True,6.545594258001074,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd190>, <set_utils.cards.Card object at 0x139cdd430>, <set_utils.cards.Card object at 0x139cdd070>]",0,30,30,10,3,False,,False,1.2689751868601888,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7f70>, <set_utils.cards.Card object at 0x139cd7f10>, <set_utils.cards.Card object at 0x139cdd490>]",0,31,31,34,3,True,3,True,3.2931824738625437,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd0d0>, <set_utils.cards.Card object at 0x139cdd5b0>, <set_utils.cards.Card object at 0x139cdd1f0>]",0,32,32,20,3,False,,False,2.107060336973518,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7b50>, <set_utils.cards.Card object at 0x139cd7f10>, <set_utils.cards.Card object at 0x139cd7d30>]",0,33,33,9,3,True,2,True,3.0735880811698735,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd310>, <set_utils.cards.Card object at 0x139cd7df0>, <set_utils.cards.Card object at 0x139cd7eb0>]",0,34,34,22,3,False,,True,3.2243941149208695,incorrect,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd4f0>, <set_utils.cards.Card object at 0x139cd7b80>, <set_utils.cards.Card object at 0x139cd7fd0>]",0,35,35,42,3,False,,False,6.797766440082341,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7f70>, <set_utils.cards.Card object at 0x139cdd070>, <set_utils.cards.Card object at 0x139cd7d30>]",0,36,36,44,3,False,,False,4.537385681178421,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd610>, <set_utils.cards.Card object at 0x139cd7b80>, <set_utils.cards.Card object at 0x139cdd130>]",0,37,37,24,3,True,3,True,2.366567774908617,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd2b0>, <set_utils.cards.Card object at 0x139cd7b50>, <set_utils.cards.Card object at 0x139cdd430>]",0,38,38,46,3,True,3,True,2.8078919688705355,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd310>, <set_utils.cards.Card object at 0x139cdd2b0>, <set_utils.cards.Card object at 0x139cd7d90>]",0,39,39,12,3,True,3,True,3.776666142977774,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd190>, <set_utils.cards.Card object at 0x139cdd370>, <set_utils.cards.Card object at 0x139cdd430>]",0,40,40,18,3,False,,False,1.8029601199086756,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7f10>, <set_utils.cards.Card object at 0x139cdd430>, <set_utils.cards.Card object at 0x139cdd1f0>]",0,41,41,25,3,False,,False,3.4122351268306375,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7df0>, <set_utils.cards.Card object at 0x139cdd1f0>, <set_utils.cards.Card object at 0x139cdd370>]",0,42,42,37,3,True,3,True,3.8900823129806668,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd3d0>, <set_utils.cards.Card object at 0x139cd7b50>, <set_utils.cards.Card object at 0x139cd7d30>]",0,43,43,21,3,False,,False,2.9468730229418725,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd550>, <set_utils.cards.Card object at 0x139cd7df0>, <set_utils.cards.Card object at 0x139cd7b80>]",0,44,44,39,3,False,,True,6.206679000984877,incorrect,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd2b0>, <set_utils.cards.Card object at 0x139cdd490>, <set_utils.cards.Card object at 0x139cd7d90>]",0,45,45,8,3,False,,False,1.8317177731078118,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cd7df0>, <set_utils.cards.Card object at 0x139cdd190>, <set_utils.cards.Card object at 0x139cdd4f0>]",0,46,46,3,3,True,1,True,1.687854595016688,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd5b0>, <set_utils.cards.Card object at 0x139cd7b80>, <set_utils.cards.Card object at 0x139cdd130>]",0,47,47,48,3,False,,True,5.538667593849823,incorrect,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd2b0>, <set_utils.cards.Card object at 0x139cdd610>, <set_utils.cards.Card object at 0x139cd7f10>]",0,48,48,36,3,True,1,True,0.9243799431715161,correct,JW,24,2023-07-27_12h39.32.055,Standard,
"[<set_utils.cards.Card object at 0x139cdd190>, <set_utils.cards.Card object at 0x139cd7f10>, <set_utils.cards.Card object at 0x139cd7d90>]",0,49,49,17,3,False,,False,6.524522152962163,correct,JW,24,2023-07-27_12h39.32.055,Standard,
